from_stop,to_stop,cost_km
1270,2978,1.1816
1270,4074,0.8571
1270,4973,1.0913
1270,6648,0.8064
1270,7398,0.862
1270,8445,0.5419
1270,9562,0.3317
1271,0,36.0306
1271,219,0.7306
1271,891,0.3141
1271,1271,0.0
1271,2218,1.0607
1271,2244,0.2973
1271,3989,1.0024
1271,6682,0.4392
1271,8255,0.4955
1271,8282,0.905
1271,8328,0.8383
1271,8602,0.6946
1272,0,29.0265
1272,393,1.0266
1272,1272,0.0
1272,2800,0.8888
1272,2936,0.3008
1272,3168,1.0327
1272,3319,0.4986
1272,3322,0.9952
1272,3375,0.2427
1272,8911,0.1946
1272,9162,0.8909
1272,9785,1.1329
1273,0,26.6305
1273,285,0.399
1273,878,1.1262
1273,1194,0.9049
1273,1273,0.0
1273,1413,1.4347
1273,1711,1.4644
1273,2467,1.2799
1273,2829,0.7171
1273,3809,1.0247
1273,5525,0.9943
1273,6497,1.0438
1274,0,14.8623
1274,41,0.985
1274,857,0.6128
1274,1274,0.0
1274,3580,0.8518
1274,4306,0.4644
1274,5046,0.6685
1274,7049,0.4489
1274,7460,0.3939
1274,7894,0.8614
1274,8564,0.3185
1274,9092,0.4938
1275,0,18.4495
1275,37,0.6783
1275,1275,0.0
1275,1593,0.3231
1275,2194,0.7424
1275,2945,0.5802
1275,3061,1.082
1275,3253,0.8967
1275,3673,0.8737
1275,5752,0.7415
1275,6931,1.1276
1275,9527,0.8461
1276,0,10.2176
1276,887,0.3038
1276,1276,0.0
1276,2155,0.7286
1276,2810,0.4751
1276,4021,0.335
1276,5941,0.676
1276,6900,0.8506
1276,7169,0.6034
1276,7772,0.5115
1276,7808,1.0065
1276,8176,0.4986
1277,0,42.8018
1277,705,0.8618
1277,1277,0.0
1277,2165,0.741
1277,5426,0.4564
1277,6263,0.84
1277,7295,0.6235
1277,7719,0.2676
1277,8612,0.4341
1277,8620,0.6595
1277,8929,0.8267
1277,9808,0.2297
1278,0,29.1447
1278,1278,0.0
1278,1387,0.7766
1278,1434,0.1944
1278,1790,0.5184
1278,3554,0.7777
1278,4296,0.1852
1278,5228,0.9593
1278,5549,0.6391
1278,6219,0.9031
1278,7064,0.8025
1278,8679,1.0596
1279,0,23.1191
1279,608,0.7854
1279,1279,0.0
1279,2582,0.3852
1279,3557,0.7491
1279,3660,0.9702
1279,4496,0.7615
1279,5506,0.4303
1279,6050,0.9983
1279,6055,0.3948
1279,8385,0.4935
1279,9590,0.9159
1280,0,17.3901
1280,229,0.8671
1280,382,0.8539
1280,1280,0.0
1280,2352,0.6601
1280,2585,0.4463
1280,3150,0.8069
1280,3472,0.8712
1280,5125,0.7961
1280,5736,0.767
1280,7087,0.335
1280,7845,0.5991
1281,0,23.013
1281,321,0.9216
1281,1281,0.0
1281,2389,1.2733
1281,2561,0.3615
1281,2965,0.4616
1281,3084,1.0105
1281,3753,0.9681
1281,4012,0.6138
1281,4218,0.9138
1281,6028,1.2544
1281,8804,1.1457
1282,0,35.1897
1282,210,0.9228
1282,451,0.7443
1282,865,0.2077
1282,1282,0.0
1282,3239,0.269
1282,5986,0.9251
1282,6322,1.0059
1282,6353,0.7422
1282,6707,1.0645
1282,6789,0.8356
1282,9660,0.3987
1283,0,31.7378
1283,208,1.1717
1283,1283,0.0
1283,1746,0.6456
1283,2611,1.545
1283,2977,1.507
1283,5133,1.2316
1283,5858,1.1123
1283,7783,0.5665
1283,7795,1.1156
1283,8242,1.1988
1283,8760,0.8392
1284,0,28.3665
1284,122,0.8308
1284,641,0.8633
1284,1284,0.0
1284,2920,0.498
1284,3393,0.5223
1284,4615,0.7053
1284,5104,1.0487
1284,5627,1.0808
1284,5897,0.859
1284,8056,0.8391
1284,9520,0.9022
1285,0,13.5987
1285,1167,0.8478
1285,1285,0.0
1285,1612,1.0849
1285,1726,0.6828
1285,2647,1.1799
1285,2855,0.9061
1285,4972,0.691
1285,6604,0.934
1285,9001,0.5792
1285,9067,1.0439
1285,9418,1.0631
1286,0,37.2574
1286,222,1.0633
1286,650,0.5946
1286,1116,1.0909
1286,1286,0.0
1286,3285,0.9727
1286,4420,0.7357
1286,5994,1.1711
1286,7089,0.7491
1286,8035,0.7599
1286,8391,0.5362
1286,8820,0.4555
1287,0,2.3643
1287,1055,0.226
1287,1287,0.0
1287,1503,0.6305
1287,2395,1.0413
1287,2437,0.9035
1287,4140,0.6593
1287,4943,0.8563
1287,7070,1.1616
1287,8900,1.2374
1287,9313,1.179
1287,9532,0.8399
1288,0,23.0746
1288,1288,0.0
1288,1300,0.4323
1288,2421,0.7359
1288,3384,0.3149
1288,3637,0.6934
1288,4519,0.8003
1288,5238,0.3594
1288,6155,0.0629
1288,6526,0.5637
1288,6902,0.5755
1288,8042,0.7058
1289,0,27.1183
1289,1289,0.0
1289,2770,0.6108
1289,5527,0.2438
1289,5592,0.8384
1289,6501,0.394
1289,7400,0.8833
1289,7441,0.7817
1289,8575,0.6452
1289,8914,0.7975
1289,8973,0.1746
1289,9374,0.2039
1290,0,12.0099
1290,526,1.2275
1290,1290,0.0
1290,3961,0.6318
1290,4007,0.9104
1290,4279,1.0969
1290,4950,0.917
1290,5962,0.9994
1290,7908,0.527
1290,8795,0.5872
1290,9377,0.9135
1290,9952,1.1149
1291,0,16.4297
1291,1161,0.4584
1291,1291,0.0
1291,1592,1.0564
1291,3328,0.685
1291,4378,1.1239
1291,4466,0.3334
1291,6290,0.6853
1291,7093,1.0383
1291,7242,0.9157
1291,7945,0.831
1291,9834,0.9259
1292,0,16.3199
1292,659,0.648
1292,1292,0.0
1292,1931,0.7675
1292,1964,0.4294
1292,3610,0.3159
1292,3777,0.833
1292,5325,0.7344
1292,5425,0.872
1292,5492,0.079
1292,8665,0.9588
1292,9709,0.8435
1293,0,28.912
1293,1293,0.0
1293,3244,0.8896
1293,3839,0.5306
1293,4125,0.8781
1293,5484,0.5207
1293,6627,0.2688
1293,7982,0.3901
1293,8629,0.297
1293,8885,0.7836
1293,8887,0.611
1293,9400,0.4054
1294,0,33.8715
1294,923,0.943
1294,1004,0.6841
1294,1213,0.396
1294,1294,0.0
1294,1510,0.8274
1294,1674,0.7663
1294,3475,0.8767
1294,5516,0.9487
1294,6010,0.2442
1294,9107,1.0294
1294,9177,0.6354
1295,0,23.3058
1295,1256,0.7629
1295,1295,0.0
1295,2289,0.2707
1295,2526,0.7089
1295,2960,0.5397
1295,4049,0.4608
1295,5270,0.7751
1295,5716,0.9222
1295,5971,0.3376
1295,7832,0.4097
1295,8991,0.3227
1296,0,14.5933
1296,1296,0.0
1296,1401,0.307
1296,1571,0.8049
1296,4529,0.9471
1296,5744,0.7966
1296,6177,0.4662
1296,7193,0.5974
1296,7544,0.1383
1296,8489,0.9475
1296,8522,0.7306
1296,8577,0.3627
1297,0,22.4955
1297,1297,0.0
1297,1541,0.5963
1297,1575,1.2502
1297,2551,0.4532
1297,3228,1.251
1297,4666,0.7859
1297,5661,1.2412
1297,6226,1.3043
1297,7426,0.9203
1297,8687,1.2988
1297,9237,0.4794
1298,0,23.8083
1298,1298,0.0
1298,1956,0.8851
1298,2278,0.4343
1298,2350,0.456
1298,4628,0.7761
1298,5756,0.3886
1298,5872,0.912
1298,5980,0.696
1298,6171,0.9345
1298,6963,0.4041
1298,8529,0.4618
1299,0,23.8583
1299,1299,0.0
1299,1679,0.8038
1299,1796,0.8968
1299,2758,0.0919
1299,2921,0.4113
1299,3084,0.8121
1299,4768,0.8183
1299,7806,0.9234
1299,9093,0.5451
1299,9312,0.3515
1299,9719,0.8745
1300,0,23.1177
1300,1288,0.4323
1300,1300,0.0
1300,2421,0.5563
1300,3384,0.7451
1300,4519,0.6039
1300,5238,0.5584
1300,6155,0.3836
1300,6526,0.5711
1300,9018,0.8897
1300,9445,0.8742
1300,9547,0.7208
1301,0,38.7281
1301,324,1.2497
1301,1301,0.0
1301,3156,1.0063
1301,5188,0.9216
1301,6326,0.9696
1301,6608,0.1963
1301,7052,0.5425
1301,9188,1.2529
1301,9531,0.9415
1301,9636,0.2709
1301,9862,0.662
1302,0,23.625
1302,610,1.0754
1302,1302,0.0
1302,1548,0.5712
1302,3024,0.3089
1302,4089,0.6171
1302,4747,0.879
1302,6152,0.9686
1302,6524,1.0351
1302,6557,0.8246
1302,6800,0.5499
1302,7066,1.1866
1303,0,18.1456
1303,287,0.9717
1303,302,0.6631
1303,862,1.2106
1303,1303,0.0
1303,2133,0.9375
1303,2245,1.3324
1303,3616,1.0893
1303,3840,0.9341
1303,7673,0.9002
1303,8497,0.9555
1303,8664,0.9359
1304,0,29.6344
1304,500,1.0707
1304,1150,0.0645
1304,1304,0.0
1304,2631,0.4718
1304,3356,1.1042
1304,4119,0.6014
1304,5113,0.9791
1304,5890,1.0197
1304,7323,0.5549
1304,9241,0.9552
1304,9517,1.059
1305,0,37.6608
1305,1305,0.0
1305,2487,0.8751
1305,2999,0.4404
1305,3627,0.5937
1305,4191,0.5698
1305,5542,0.245
1305,5844,0.3574
1305,7927,0.5139
1305,8316,0.3682
1305,8862,0.784
1305,9477,0.7104
1306,0,39.4458
1306,1035,1.2899
1306,1306,0.0
1306,1989,1.1093
1306,2321,0.8383
1306,2388,0.6145
1306,4090,1.3449
1306,4449,1.1266
1306,6619,0.7884
1306,7921,0.7511
1306,8677,0.4878
1306,8793,0.7705
1307,0,31.2691
1307,618,0.5241
1307,1307,0.0
1307,3613,0.5531
1307,3831,0.5372
1307,4329,1.0144
1307,4346,0.4659
1307,4944,0.5826
1307,7194,0.8142
1307,7536,0.8739
1307,8054,0.6125
1307,8463,0.4019
1308,0,18.7933
1308,783,0.4275
1308,980,0.9494
1308,1308,0.0
1308,1474,0.8835
1308,2309,0.7324
1308,3227,1.0759
1308,4094,0.9197
1308,4436,0.9309
1308,5377,0.6825
1308,6808,0.9097
1308,6998,0.4968
1309,0,33.9376
1309,1309,0.0
1309,4804,0.4651
1309,5516,0.7625
1309,5959,0.5328
1309,6705,0.5074
1309,6825,0.6706
1309,6896,0.5436
1309,7240,0.6845
1309,8100,0.482
1309,9367,0.6578
1309,9475,0.3756
1310,0,24.5932
1310,1310,0.0
1310,2884,0.8081
1310,4512,0.7991
1310,5629,0.75
1310,5805,0.5921
1310,6574,0.2049
1310,6747,0.4361
1310,7017,0.8383
1310,8556,0.8848
1310,8898,0.4582
1310,9561,0.7853
1311,0,35.5158
1311,1311,0.0
1311,2382,1.5238
1311,3115,1.3695
1311,3197,1.2347
1311,4971,0.9058
1311,6643,0.8646
1311,6891,0.8697
1311,7603,0.6233
1311,9227,0.8439
1311,9296,1.4165
1311,9836,0.339
1312,0,12.6124
1312,1312,0.0
1312,2774,0.1784
1312,3415,1.2764
1312,3664,0.4266
1312,3847,1.0857
1312,4284,0.9144
1312,6466,1.1198
1312,7882,0.9327
1312,8341,0.4956
1312,8532,0.8118
1312,9389,0.8646
1313,0,43.6467
1313,1313,0.0
1313,2888,0.4435
1313,3188,0.7735
1313,3802,0.8009
1313,3984,0.4639
1313,4343,0.703
1313,7249,0.8392
1313,7515,0.6152
1313,7559,0.6541
1313,9430,0.8247
1313,9989,0.1831
1314,0,32.2177
1314,362,0.8163
1314,1314,0.0
1314,3586,0.1174
1314,3732,0.7505
1314,4257,0.2789
1314,5174,0.5703
1314,5424,0.7446
1314,5889,0.6156
1314,5906,0.7062
1314,8366,0.3758
1314,9926,0.6593
1315,0,28.8484
1315,1091,0.924
1315,1182,1.1499
1315,1245,1.2099
1315,1315,0.0
1315,3778,1.0875
1315,5526,1.0444
1315,6929,0.9523
1315,7086,1.0782
1315,7238,1.2377
1315,8907,0.9915
1315,8935,1.0357
1316,0,16.2578
1316,733,0.5182
1316,1316,0.0
1316,1393,0.7097
1316,2690,0.6614
1316,3273,0.619
1316,4541,0.5965
1316,5591,0.4589
1316,6381,0.2734
1316,6960,0.4602
1316,7311,0.3702
1316,9794,0.8668
1317,0,24.2467
1317,876,1.0818
1317,1317,0.0
1317,2988,1.0138
1317,3881,0.6238
1317,4947,1.0185
1317,7290,0.7645
1317,7978,0.9011
1317,8393,1.0738
1317,8709,0.6274
1317,8910,0.5645
1317,9436,0.7576
1318,0,19.5663
1318,439,0.6559
1318,613,0.4411
1318,983,0.4349
1318,995,0.6885
1318,1318,0.0
1318,1606,0.9718
1318,2342,0.8412
1318,2626,0.531
1318,5396,0.8753
1318,5718,0.8196
1318,6638,0.4971
1319,0,38.2255
1319,1319,0.0
1319,1998,0.5228
1319,2060,0.3179
1319,2986,0.5923
1319,3265,0.8696
1319,3511,0.451
1319,4236,0.5032
1319,4360,0.282
1319,4380,0.6478
1319,6329,0.7404
1319,7860,0.4189
1320,0,15.343
1320,1320,0.0
1320,2190,1.0306
1320,2268,0.7759
1320,2330,0.8978
1320,3386,0.3501
1320,3814,0.8631
1320,4647,0.7538
1320,6162,0.3395
1320,8732,0.8116
1320,8770,0.6789
1320,9953,0.3227
1321,0,18.3518
1321,1087,1.1749
1321,1321,0.0
1321,4034,0.3443
1321,5677,0.6275
1321,6625,0.8585
1321,7294,1.0081
1321,7572,0.7734
1321,7943,0.3553
1321,8658,1.1274
1321,9410,0.6145
1321,9673,1.0381
1322,0,34.0973
1322,948,0.5391
1322,1240,0.2171
1322,1322,0.0
1322,1672,0.2557
1322,1881,0.8505
1322,3283,0.7436
1322,3392,1.0906
1322,3544,0.8508
1322,5268,0.9353
1322,7171,1.0666
1322,7960,0.9005
1323,0,20.9564
1323,1046,0.9844
1323,1112,0.9591
1323,1323,0.0
1323,3214,1.0638
1323,5166,0.6759
1323,5361,0.5553
1323,6731,0.4399
1323,6827,0.9363
1323,7433,0.9563
1323,8405,0.6978
1323,9727,1.0451
1324,0,51.1676
1324,1324,0.0
1324,1370,0.7406
1324,1827,0.7102
1324,3696,0.9634
1324,4990,0.3324
1324,5074,0.777
1324,5280,0.9593
1324,5711,0.5153
1324,6266,0.696
1324,7618,0.4346
1324,9446,1.0089
1325,0,4.1758
1325,59,0.7893
1325,1325,0.0
1325,2069,0.6837
1325,2437,1.0268
1325,2449,0.4751
1325,4115,0.606
1325,4626,1.1168
1325,5408,1.0844
1325,5931,0.8338
1325,7867,1.0372
1325,8702,1.218
1326,0,13.4003
1326,934,0.8753
1326,1326,0.0
1326,1571,0.9428
1326,2799,0.6811
1326,3469,0.8266
1326,4529,0.5399
1326,5619,0.8029
1326,6177,0.8799
1326,6877,0.8178
1326,8155,0.584
1326,8489,0.6251
1327,0,31.2182
1327,116,1.1493
1327,1327,0.0
1327,1771,0.3927
1327,1805,1.0038
1327,1892,0.8634
1327,1899,0.5526
1327,2240,0.7319
1327,4350,0.8769
1327,6139,0.8186
1327,8394,0.1028
1327,9646,0.5057
1328,0,31.9938
1328,238,0.9346
1328,277,0.6933
1328,1328,0.0
1328,1404,0.3704
1328,3467,0.7042
1328,3538,1.0306
1328,3795,0.8456
1328,4595,0.9061
1328,6359,1.0589
1328,8981,1.0467
1328,9943,0.7962
1329,0,20.9511
1329,1329,0.0
1329,1927,1.2064
1329,3456,0.4891
1329,4379,0.6696
1329,4504,0.3176
1329,6909,1.1612
1329,7053,0.9799
1329,7475,0.3288
1329,8836,0.7695
1329,9678,0.7938
1329,9976,0.9528
1330,0,28.316
1330,93,0.8246
1330,425,0.5297
1330,1330,0.0
1330,2440,0.1272
1330,4110,0.6243
1330,4385,0.2187
1330,4391,0.9405
1330,4937,0.9467
1330,8417,1.0355
1330,9293,0.7015
1330,9857,0.587
1331,0,26.4045
1331,966,0.5125
1331,1331,0.0
1331,1619,0.7647
1331,2152,0.4957
1331,3711,0.6492
1331,4148,0.6501
1331,4316,0.7878
1331,5244,0.8748
1331,6442,0.9508
1331,8648,0.0956
1331,9890,0.8351
1332,0,30.1917
1332,1332,0.0
1332,2181,1.0753
1332,3418,0.4844
1332,3949,0.7647
1332,4213,0.8156
1332,4567,0.5423
1332,5380,0.301
1332,6850,0.5957
1332,7810,0.5425
1332,7991,0.8719
1332,8842,0.9321
1333,0,45.9618
1333,305,1.4009
1333,518,0.821
1333,1104,0.2594
1333,1171,1.2029
1333,1333,0.0
1333,1727,0.8519
1333,5830,0.0554
1333,6518,1.1798
1333,7315,0.5276
1333,7595,1.2798
1333,9614,1.2722
1334,0,41.6965
1334,464,0.8578
1334,1334,0.0
1334,1348,1.1077
1334,2646,1.2016
1334,2733,1.2178
1334,2791,0.6841
1334,3096,0.1509
1334,5165,0.73
1334,5401,0.8461
1334,9042,0.8672
1334,9476,0.7396
1335,0,21.2799
1335,218,1.3312
1335,752,1.574
1335,872,1.158
1335,877,1.3533
1335,928,1.2865
1335,1335,0.0
1335,2087,0.4311
1335,4548,1.2386
1335,5237,0.9865
1335,5917,1.2066
1335,7084,0.2144
1336,0,12.1597
1336,1336,0.0
1336,3030,0.432
1336,3576,0.3132
1336,3745,0.9277
1336,5420,0.717
1336,5870,1.0463
1336,6222,0.9157
1336,6500,0.6013
1336,6970,0.9968
1336,7284,0.8463
1336,7886,0.761
1337,0,23.1102
1337,1337,0.0
1337,1475,0.8782
1337,1793,0.259
1337,2530,0.792
1337,3028,0.7262
1337,3126,0.6167
1337,3211,0.6249
1337,3389,0.9261
1337,4071,0.2655
1337,7421,0.6575
1337,9262,0.5492
1338,0,33.7545
1338,299,1.1583
1338,1338,0.0
1338,1795,1.1045
1338,2549,0.427
1338,3490,0.8429
1338,3855,0.6505
1338,4251,0.7064
1338,4538,0.7758
1338,6172,1.257
1338,9572,1.0164
1338,9973,0.957
1339,0,23.0035
1339,1201,0.8749
1339,1339,0.0
1339,1903,0.8375
1339,2837,0.9652
1339,3874,0.7553
1339,4326,0.7036
1339,5299,0.6782
1339,7967,0.1921
1339,8662,0.3508
1339,9068,0.3914
1339,9547,0.9453
1340,0,7.9188
1340,1340,0.0
1340,3089,0.3427
1340,3625,0.6417
1340,4763,0.7097
1340,5895,0.793
1340,6440,0.7736
1340,7320,1.0802
1340,7459,0.5799
1340,8643,1.072
1340,8990,0.6192
1340,9837,1.0384
1341,0,12.7741
1341,740,0.2497
1341,1058,1.1619
1341,1341,0.0
1341,1745,1.2825
1341,2336,1.1122
1341,2512,1.1711
1341,3735,1.0534
1341,5509,0.9086
1341,6586,0.664
1341,8585,1.0483
1341,9065,1.0299
1342,0,32.9445
1342,183,0.7221
1342,614,0.5047
1342,1122,0.782
1342,1342,0.0
1342,1350,0.5443
1342,1409,0.8643
1342,4454,0.6064
1342,4617,0.4931
1342,6039,0.4308
1342,8190,0.9031
1342,8220,0.8559
1343,0,36.3385
1343,890,0.9539
1343,1343,0.0
1343,1594,0.1999
1343,4506,0.9069
1343,5038,0.1567
1343,5412,0.8842
1343,5925,0.7707
1343,7217,0.987
1343,8072,0.4015
1343,8845,0.3697
1343,9552,0.614
1344,0,24.5699
1344,92,1.3028
1344,851,0.8163
1344,1344,0.0
1344,1801,0.3479
1344,2916,1.3584
1344,3219,0.7043
1344,4938,1.3154
1344,8006,1.4895
1344,8177,1.1313
1344,8706,1.1088
1344,8886,1.3909
1345,0,32.3559
1345,1255,0.3245
1345,1345,0.0
1345,1957,0.3134
1345,2507,0.9518
1345,2622,0.8253
1345,6807,0.0895
1345,6910,0.632
1345,7239,0.5798
1345,8523,0.2242
1345,8661,1.0044
1345,9880,0.3354
1346,0,31.9479
1346,822,0.9506
1346,1141,0.2719
1346,1346,0.0
1346,3187,0.8124
1346,4935,0.412
1346,5223,0.9298
1346,5404,0.7939
1346,8280,0.7756
1346,8412,0.3537
1346,9030,0.8371
1346,9858,1.0375
1347,0,12.7393
1347,1347,0.0
1347,2493,1.1925
1347,3413,0.7437
1347,4258,1.1516
1347,5416,1.2279
1347,5596,1.3556
1347,6307,0.3497
1347,6702,0.5699
1347,8102,1.2527
1347,8570,1.5033
1347,9163,1.2656
1348,0,42.3345
1348,1348,0.0
1348,2109,0.5527
1348,2460,0.5008
1348,2529,0.939
1348,2791,0.4639
1348,3395,0.569
1348,3502,0.9676
1348,3714,0.6865
1348,5883,0.5617
1348,9042,0.7893
1348,9117,0.1879
1349,0,35.2286
1349,148,0.803
1349,557,0.7943
1349,1349,0.0
1349,1402,1.059
1349,3794,0.9251
1349,3910,0.7799
1349,6172,1.1476
1349,7026,0.4973
1349,7391,1.0392
1349,9265,1.1249
1349,9918,0.8585
1350,0,32.8747
1350,614,0.4718
1350,1048,0.7799
1350,1342,0.5443
1350,1350,0.0
1350,1409,0.3366
1350,2074,1.0545
1350,4617,0.8565
1350,5358,0.9666
1350,6039,0.1254
1350,6097,0.9738
1350,7237,0.6476
1351,0,24.651
1351,910,0.7788
1351,939,0.8961
1351,1351,0.0
1351,1926,0.6358
1351,2814,0.9125
1351,3004,0.561
1351,3399,0.2072
1351,3481,0.4548
1351,8099,0.7719
1351,8880,0.4318
1351,9848,0.8834
1352,0,7.0088
1352,1352,0.0
1352,1565,1.1509
1352,2050,1.3311
1352,2373,0.8401
1352,3351,1.1704
1352,3987,0.9439
1352,5407,0.681
1352,5757,0.6887
1352,7640,0.8077
1352,7813,0.5412
1352,8098,0.1655
1353,0,26.5082
1353,235,0.9632
1353,1353,0.0
1353,1511,0.4772
1353,2137,0.7094
1353,2519,0.3963
1353,2809,0.4652
1353,7763,0.8067
1353,8240,1.0433
1353,9282,0.2647
1353,9393,0.7136
1353,9609,0.7994
1354,0,24.8438
1354,1354,0.0
1354,1663,0.7242
1354,2816,0.9043
1354,3733,1.1415
1354,3764,0.6335
1354,4829,1.1403
1354,6481,0.5903
1354,7364,0.4977
1354,8163,0.9703
1354,8400,0.8284
1354,9855,0.3958
1355,0,35.8632
1355,473,1.184
1355,1026,1.1681
1355,1355,0.0
1355,1671,0.6861
1355,3291,1.0939
1355,5208,0.2617
1355,5764,0.1805
1355,5943,0.6266
1355,8582,1.3366
1355,9472,0.7605
1355,9711,1.1329
1356,0,38.028
1356,1356,0.0
1356,2232,0.1525
1356,3504,0.6223
1356,3705,1.0576
1356,4915,1.1383
1356,5687,0.8448
1356,7758,0.7834
1356,8089,1.0983
1356,8248,0.9822
1356,8582,1.0615
1356,9911,0.6719
1357,0,30.6961
1357,1357,0.0
1357,1977,0.6
1357,3893,0.6704
1357,4476,0.462
1357,4704,0.6205
1357,6715,0.521
1357,6973,1.0163
1357,8071,1.0203
1357,8610,0.2439
1357,9126,0.5617
1357,9497,0.5784
1358,0,22.0151
1358,638,0.5064
1358,1118,0.7636
1358,1358,0.0
1358,2285,0.778
1358,2375,0.0973
1358,2675,0.7152
1358,3972,0.7985
1358,5321,0.3142
1358,5737,0.7157
1358,9010,0.6964
1358,9267,0.2228
1359,0,18.8625
1359,1359,0.0
1359,4336,0.7875
1359,4703,0.9182
1359,5045,0.7842
1359,5088,1.0826
1359,5319,0.8599
1359,6429,0.4123
1359,7932,1.0233
1359,8557,0.0936
1359,9648,0.3616
1359,9922,1.012
1360,0,42.081
1360,197,1.0803
1360,1360,0.0
1360,2236,1.3463
1360,2251,0.5507
1360,3636,1.1134
1360,4936,0.2978
1360,5147,0.969
1360,5511,1.1398
1360,5911,1.2078
1360,7612,0.9912
1360,8567,1.0527
1361,0,11.3579
1361,1361,0.0
1361,1492,1.3285
1361,2799,1.4133
1361,4131,0.9186
1361,5619,1.2642
1361,6402,0.4847
1361,6877,1.3215
1361,7436,1.2644
1361,7609,0.8665
1361,7737,1.2524
1361,9873,0.2917
1362,0,27.075
1362,1245,0.8534
1362,1362,0.0
1362,1818,0.1523
1362,3427,0.893
1362,5544,0.7174
1362,6034,1.1739
1362,7299,1.1339
1362,8258,0.7425
1362,8935,1.3805
1362,9004,0.4798
1362,9089,0.8351
1363,0,17.1479
1363,1363,0.0
1363,2265,0.0273
1363,2749,0.2932
1363,3003,0.4787
1363,4349,0.4404
1363,5659,0.3323
1363,5770,0.1145
1363,7077,0.4081
1363,7941,0.6302
1363,9566,0.7423
1363,9739,0.5286
1364,0,24.9842
1364,304,0.9312
1364,325,0.3342
1364,719,0.1792
1364,972,0.1447
1364,1037,0.8077
1364,1364,0.0
1364,1766,0.77
1364,6028,1.0183
1364,6976,1.0381
1364,7592,0.9864
1364,8087,0.3316
1365,0,25.593
1365,179,0.405
1365,1033,0.735
1365,1365,0.0
1365,2537,0.8716
1365,5654,0.3641
1365,7139,0.5693
1365,7201,0.3855
1365,7583,0.7821
1365,7994,0.9872
1365,8161,0.3613
1365,8792,0.7326
1366,0,22.913
1366,337,0.8247
1366,1366,0.0
1366,2966,0.8301
1366,3070,1.0772
1366,3345,0.9239
1366,3565,0.804
1366,4152,0.6165
1366,6316,0.7582
1366,7823,0.9942
1366,8116,1.0462
1366,9035,1.0854
1367,0,49.1176
1367,245,1.5143
1367,1367,0.0
1367,3006,0.2019
1367,4093,1.4929
1367,4337,0.5609
1367,5243,1.4857
1367,7224,1.0757
1367,8850,0.8084
1367,9123,0.9363
1367,9245,0.9037
1367,9886,1.1858
1368,0,13.0698
1368,167,0.5323
1368,620,0.5576
1368,1368,0.0
1368,5445,1.3833
1368,6105,1.1831
1368,6336,0.8094
1368,6337,0.6844
1368,7556,0.6777
1368,7611,0.6787
1368,8689,0.6978
1368,9769,0.8854
1369,0,31.872
1369,1071,0.6227
1369,1369,0.0
1369,1374,0.6875
1369,2767,0.8076
1369,3235,0.6402
1369,5867,0.3625
1369,7008,0.6653
1369,7010,0.9366
1369,7107,0.6996
1369,8117,0.4802
1369,8931,0.6753
1370,0,50.5136
1370,1324,0.7406
1370,1370,0.0
1370,1827,0.2552
1370,2738,0.7911
1370,4990,0.4383
1370,5074,0.0964
1370,5357,0.5219
1370,5711,0.6015
1370,5921,0.4575
1370,8290,0.6327
1370,9446,0.2727
1371,0,14.8557
1371,682,0.7397
1371,689,0.4127
1371,721,0.6004
1371,833,0.8165
1371,1371,0.0
1371,3589,1.0634
1371,5084,0.9485
1371,5156,0.374
1371,5922,0.4625
1371,6325,0.9203
1371,7075,0.31
1372,0,39.7738
1372,1372,0.0
1372,1858,0.891
1372,2881,0.3099
1372,4520,0.8511
1372,4606,1.206
1372,5606,1.2937
1372,6261,0.6619
1372,7247,1.1456
1372,7591,0.9781
1372,8957,0.9091
1372,9342,0.7509
1373,0,8.5233
1373,1373,0.0
1373,1545,0.7746
1373,2458,0.5092
1373,2597,0.4191
1373,3478,0.3403
1373,6368,0.7657
1373,6622,0.7334
1373,6781,0.7043
1373,7170,0.6931
1373,8622,0.7626
1373,8802,0.8317
1374,0,31.4662
1374,782,0.3063
1374,1071,0.9671
1374,1369,0.6875
1374,1374,0.0
1374,3068,0.2908
1374,5875,0.9216
1374,7010,0.6356
1374,7057,0.8596
1374,7107,0.3206
1374,7692,0.8983
1374,8117,0.362
1375,0,33.3775
1375,513,0.5265
1375,1375,0.0
1375,1685,0.9597
1375,3493,0.8523
1375,4313,0.732
1375,4754,0.844
1375,4766,1.0029
1375,6238,0.2889
1375,6403,0.2698
1375,8128,0.9828
1375,8447,0.9226
1376,0,21.1677
1376,24,0.8516
1376,1376,0.0
1376,1418,0.8835
1376,1569,0.7072
1376,2778,1.0028
1376,5579,0.5671
1376,6704,0.9755
1376,7210,0.8185
1376,7259,0.3852
1376,7984,0.5463
1376,9525,1.0402
1377,0,10.7036
1377,1377,0.0
1377,2121,0.9713
1377,2293,0.1964
1377,2605,0.9129
1377,5242,0.9354
1377,6006,0.3956
1377,7624,0.9611
1377,8694,0.3115
1377,8920,0.9841
1377,9073,0.1603
1377,9948,0.8705
1378,0,8.1851
1378,63,0.2046
1378,1378,0.0
1378,1522,0.8203
1378,3186,0.4639
1378,4842,0.4826
1378,5653,0.8169
1378,6296,0.7652
1378,6967,0.5465
1378,7461,0.5504
1378,8728,0.5444
1378,9489,0.7142
1379,0,17.5037
1379,1379,0.0
1379,2248,0.6893
1379,2385,0.7978
1379,3062,0.4933
1379,3729,0.7183
1379,4274,0.6902
